lender_id,lender_name,lender_type,preferred_deal_size_min_usd,preferred_deal_size_max_usd,preferred_industries,preferred_regions,preferred_loan_types,risk_appetite,specialization_notes,avg_funding_timeline_days,indicative_interest_rate_min_pct,indicative_interest_rate_max_pct,historical_success_rate_pct,contact_person,contact_email,website
LDR0175,Moore-Liu Advisors,Investment Fund,10000000,66081113,Deep Tech; AI & Machine Learning; FinTech,Global,Series B; SBA Loan,Medium-Low,Specializes as a investment fund. Primary industry focus: AI & Machine Learning; Deep Tech. Geographic scope includes: Global. General risk appetite: Medium-Low. Keen interest in B2B SaaS models. May require detailed financial projections.,57,6.17,11.36,16.0,Nancy Navarro,vwilliams@morrow.net,http://www.thomas.org/
LDR0176,Ryan Ltd,Mezzanine Fund,100000,324824,Hospitality & Tourism; Gaming,Sub-Saharan Africa,Mezzanine Debt; Venture Debt; Bridge Loan,Opportunistic,Specializes as a mezzanine fund. Primary industry focus: Gaming; Hospitality & Tourism. Geographic scope includes: Sub-Saharan Africa. Favored investment/loan types: Mezzanine Debt; Venture Debt. General risk appetite: Opportunistic. May require board seat.,135,11.85,19.22,62.0,Katherine Morrison,arubio@gonzales.com,https://villarreal.com/
LDR0177,Powell Group Partners,Peer-to-Peer Lender,500000,3563877,Technology; Logistics & Supply Chain; Construction & Infrastructure,APAC (Asia-Pacific),Growth Equity; Term Loan (Unsecured); Mezzanine Debt,Medium-High,Specializes as a peer-to-peer lender. Primary industry focus: Technology. Geographic scope includes: APAC (Asia-Pacific). Favored investment/loan types: Term Loan (Unsecured); Growth Equity. General risk appetite: Medium-High. Keen interest in IP-rich ventures. May require board seat.,112,2.58,4.74,35.0,Joshua Robinson,imartinez@reid.info,https://www.day.com/
LDR0178,Reynolds LLC Ventures,Mezzanine Fund,5000000,41180548,Deep Tech; Retail; Hospitality & Tourism; Healthcare; Technology,North America,Term Loan (Secured),Calculated Growth,Specializes as a mezzanine fund. Primary industry focus: Retail. Geographic scope includes: North America. Favored investment/loan types: Term Loan (Secured). General risk appetite: Calculated Growth. Keen interest in IP-rich ventures. May require board seat.,102,8.0,14.55,11.0,David Lee,elizabeth64@green.net,https://dougherty.info/
LDR0179,"Mayo, Short and Perez Ventures",Corporate Venture Capital,5000000,26165299,E-commerce,"North America; EMEA (Europe, Middle East, Africa)",Growth Equity; Convertible Note; SBA Loan,Calculated Growth,Specializes as a corporate venture capital. Primary industry focus: E-commerce. Geographic scope includes: North America. General risk appetite: Calculated Growth. May require detailed financial projections.,125,7.92,12.26,46.0,Samantha Cruz,mikeellis@galloway-morrison.net,https://mendez-garrison.biz/
LDR0180,"Casey, Brown and Berg Trust",Development Finance Institution,5000000,25962703,Education,Sub-Saharan Africa,Equity Crowdfunding; Strategic Investment; Term Loan (Unsecured); Pre-Seed Funding,Medium,Specializes as a development finance institution. Primary industry focus: Education. Geographic scope includes: Sub-Saharan Africa. Favored investment/loan types: Term Loan (Unsecured); Strategic Investment. General risk appetite: Medium. May require strong management team.,100,3.17,7.97,16.0,Ryan Cooke,xpena@herrera.info,http://www.johnson.org/
LDR0181,Wright-Gregory Ventures,Peer-to-Peer Lender,5000000,21212625,Technology; EdTech; Cybersecurity; Renewable Energy; Consumer Goods,LATAM (Latin America),Asset-Backed Loan; Strategic Investment; Pre-Seed Funding,Calculated Growth,Specializes as a peer-to-peer lender. Primary industry focus: Consumer Goods. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Asset-Backed Loan; Pre-Seed Funding. General risk appetite: Calculated Growth. Keen interest in disruptive technologies. Known for expedite interactive content. May require strong management team.,145,11.59,16.0,56.00000000000001,Sean Little,aliciadaniels@thomas.net,http://hinton.biz/
LDR0182,Patel-Robinson Advisors,Peer-to-Peer Lender,500000,4892122,Retail; Gaming,APAC (Asia-Pacific),Equity Crowdfunding; SBA Loan; Revolving Credit Facility; Term Loan (Secured),Low,Specializes as a peer-to-peer lender. Primary industry focus: Gaming; Retail. Geographic scope includes: APAC (Asia-Pacific). Favored investment/loan types: Term Loan (Secured); SBA Loan. General risk appetite: Low. Known for facilitate plug-and-play partnerships.,24,10.38,15.63,31.0,Kelly Thompson,jasonmcdaniel@taylor-drake.com,http://forbes-hudson.net/
LDR0183,Green Ltd Group,Credit Union,50000,495046,Deep Tech; Hospitality & Tourism,"LATAM (Latin America); EMEA (Europe, Middle East, Africa)",Series B; Series A; Asset-Backed Loan; Term Loan (Secured),Medium-High,Specializes as a credit union. Primary industry focus: Hospitality & Tourism; Deep Tech. Geographic scope includes: LATAM (Latin America). General risk appetite: Medium-High. May require strong management team.,49,11.07,16.34,63.0,Ashley Francis,allenjason@taylor.com,https://www.rodriguez-williams.net/
LDR0184,Taylor-Hayes,Mezzanine Fund,100000,762909,Real Estate; Finance; Logistics & Supply Chain; Consumer Goods,North America,Seed Round; Term Loan (Secured),Medium-Low,Specializes as a mezzanine fund. Primary industry focus: Finance. Geographic scope includes: North America. Favored investment/loan types: Seed Round. General risk appetite: Medium-Low. May require strong management team.,129,6.42,11.27,22.0,Jason Leonard,smayo@ray-anderson.org,http://davis-ferguson.org/
LDR0185,James-Scott Advisors,Impact Investor,500000,1332063,Consumer Goods; Education; Healthcare,Eastern Europe; Nordics; USA - Midwest,Convertible Note,Medium-Low,Specializes as a impact investor. Primary industry focus: Education; Consumer Goods. Geographic scope includes: Nordics. General risk appetite: Medium-Low. Known for re-intermediate holistic technologies. May require clear exit strategy.,69,,,43.0,Jesus Lambert,cherylschroeder@mccoy.com,http://www.cox-cochran.com/
LDR0186,"Reynolds, Whitaker and Santiago Group",Specialty Finance Company,500000,4435417,Cybersecurity,"EMEA (Europe, Middle East, Africa)",Series A,Medium-High,"Specializes as a specialty finance company. Primary industry focus: Cybersecurity. Geographic scope includes: EMEA (Europe, Middle East, Africa). Favored investment/loan types: Series A. General risk appetite: Medium-High. May require clear exit strategy.",49,,,69.0,Sandra Becker,walkerkimberly@reed-lindsey.com,http://www.campos-perez.com/
LDR0187,Wilkinson PLC,Specialty Finance Company,1000000,9841104,Aerospace & Defense; Professional Services; Deep Tech; Technology,Global; North America,Growth Equity; Strategic Investment; Mezzanine Debt; Project Finance; Revolving Credit Facility,Venture,Specializes as a specialty finance company. Primary industry focus: Technology. General risk appetite: Venture. Keen interest in scalable platforms. Known for revolutionize turn-key deliverables. May require strong management team.,61,5.69,6.75,41.0,Stephanie Kramer,patricia90@rowland.com,https://hart.com/
LDR0188,Bennett-Smith Partners,Angel Investor Group,250000,1755230,Technology; Logistics & Supply Chain; Biotechnology; Healthcare; Deep Tech,Nordics,Revolving Credit Facility; Convertible Note; Pre-Seed Funding; Strategic Investment,Medium-Low,Specializes as a angel investor group. Primary industry focus: Logistics & Supply Chain; Biotechnology. Geographic scope includes: Nordics. Favored investment/loan types: Revolving Credit Facility; Strategic Investment. General risk appetite: Medium-Low. Typically invests in later-stage companies. Keen interest in B2B SaaS models. Known for matrix visionary eyeballs. May require board seat.,148,9.35,15.32,23.0,Damon White,emily19@allen.info,https://www.reed-flores.biz/
LDR0189,Smith PLC,Impact Investor,5000000,41514640,Biotechnology; Professional Services; Education,North America; LATAM (Latin America),Pre-Seed Funding,Calculated Growth,Specializes as a impact investor. Primary industry focus: Education. General risk appetite: Calculated Growth. Known for benchmark open-source applications. May require detailed financial projections.,82,,,25.0,Nicole Johnson,ramirezdiane@beasley.net,https://www.morrow-rodriguez.net/
LDR0190,Garrett and Sons Trust,Corporate Venture Capital,100000,486307,Technology,"Global; EMEA (Europe, Middle East, Africa)",Pre-Seed Funding; Mezzanine Debt; Term Loan (Secured); Seed Round; Bridge Loan,Medium,Specializes as a corporate venture capital. Primary industry focus: Technology. Geographic scope includes: Global. Favored investment/loan types: Mezzanine Debt; Pre-Seed Funding. General risk appetite: Medium. Keen interest in B2B SaaS models. Known for target out-of-the-box eyeballs. May require board seat.,119,10.5,13.32,26.0,Jennifer Brown,mwest@perez.com,https://stewart.com/
LDR0191,Lopez-Martinez Bank,Venture Capital,250000,1427991,Aerospace & Defense; Consumer Goods; Construction & Infrastructure; Manufacturing; E-commerce,"EMEA (Europe, Middle East, Africa)",Series C+; Seed Round; Revolving Credit Facility; Equity Crowdfunding,High,"Specializes as a venture capital. Primary industry focus: E-commerce. Geographic scope includes: EMEA (Europe, Middle East, Africa). General risk appetite: High. Typically invests in scalable technology companies.",102,9.39,12.98,19.0,Rebecca Mays,timothy20@johnson.net,http://www.wilkinson.com/
LDR0192,"Williams, Parker and Ellis Partners",Mezzanine Fund,1000000,9345646,Consumer Goods,South Asia; USA - West Coast; USA - Midwest,SBA Loan; Series C+; Line of Credit; Project Finance,Medium-Low,Specializes as a mezzanine fund. Primary industry focus: Consumer Goods. Geographic scope includes: South Asia. General risk appetite: Medium-Low. May require board seat.,108,11.68,17.58,26.0,Steve Rodriguez,lweber@townsend.com,http://www.kirby.com/
LDR0193,Shields Inc,Impact Investor,5000000,45996288,Professional Services; Healthcare; Real Estate; Agriculture & AgTech; Automotive,Global,Growth Equity; Line of Credit,Low,Specializes as a impact investor. Primary industry focus: Agriculture & AgTech; Healthcare. Geographic scope includes: Global. General risk appetite: Low. Known for architect cutting-edge mindshare. May require board seat.,64,,,39.0,Martha Hernandez,inelson@smith.org,https://www.chandler.net/
LDR0194,"Hernandez, Hernandez and Miller",Venture Capital,1000000,15248407,FinTech; Renewable Energy,LATAM (Latin America); North America,SBA Loan; Equity Crowdfunding; Revolving Credit Facility; Series A; Term Loan (Unsecured),High,Specializes as a venture capital. Primary industry focus: Renewable Energy. Geographic scope includes: North America. General risk appetite: High. Typically invests in growth-stage companies. Keen interest in B2B SaaS models. Known for facilitate web-enabled networks.,107,2.79,3.94,68.0,John Mcdonald,ortizrichard@ayers.net,https://parker.com/
LDR0195,Hernandez-White,Credit Union,100000,1383954,Professional Services; Construction & Infrastructure,"EMEA (Europe, Middle East, Africa); LATAM (Latin America)",Asset-Backed Loan; Equity Crowdfunding; Seed Round; Project Finance; Series B,Calculated Growth,Specializes as a credit union. Primary industry focus: Professional Services; Construction & Infrastructure. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Series B. General risk appetite: Calculated Growth. Known for synergize innovative applications. May require board seat.,72,6.84,12.09,28.000000000000004,Anna Jefferson DDS,roy03@evans.com,https://mathis.com/
LDR0196,Campbell-Barnett,Venture Capital,2000000,12154583,Automotive; Real Estate; Biotechnology; EdTech,LATAM (Latin America); APAC (Asia-Pacific),Series B; Term Loan (Secured),Opportunistic,Specializes as a venture capital. Primary industry focus: Biotechnology. Geographic scope includes: LATAM (Latin America). General risk appetite: Opportunistic. Typically invests in later-stage companies. May require clear exit strategy.,119,3.48,7.02,26.0,Michelle Young,codysmith@zimmerman.com,http://burke-preston.net/
LDR0197,"Taylor, Fields and Peterson Finance",Venture Capital,250000,4007894,Professional Services; EdTech; FinTech; Automotive,Global,Pre-Seed Funding; Revolving Credit Facility; Seed Round; Project Finance; Series A,High,Specializes as a venture capital. Primary industry focus: Automotive; EdTech. Favored investment/loan types: Project Finance; Revolving Credit Facility. General risk appetite: High. Typically invests in later-stage companies. Keen interest in disruptive technologies. Known for engineer rich experiences. May require strong management team.,49,7.0,10.47,51.0,Natalie Vaughan,andersonangela@perez.org,http://www.hunter-garrett.net/
LDR0198,"Murphy, Parker and Johnson Bank",Specialty Finance Company,1000000,2186062,Healthcare; Construction & Infrastructure; Aerospace & Defense; Technology,Global,SBA Loan; Asset-Backed Loan; Series C+; Growth Equity; Pre-Seed Funding,Medium-High,Specializes as a specialty finance company. Primary industry focus: Construction & Infrastructure. Geographic scope includes: Global. Favored investment/loan types: Series C+. General risk appetite: Medium-High. Keen interest in B2B SaaS models. Known for harness dynamic partnerships.,92,6.27,8.76,62.0,John Carter,tjenkins@mcgee.com,http://www.valdez-gallegos.com/
LDR0199,"Caldwell, Walter and Gonzalez Ventures",Investment Fund,10000000,55882451,Gaming; E-commerce; SaaS; Agriculture & AgTech,North America,Strategic Investment; Project Finance,Medium-Low,Specializes as a investment fund. Primary industry focus: SaaS. Geographic scope includes: North America. Favored investment/loan types: Strategic Investment; Project Finance. General risk appetite: Medium-Low. Keen interest in B2B SaaS models. May require detailed financial projections.,73,,,15.0,Leah Ware,dylan45@jordan.com,http://kramer.com/
LDR0200,"Woods, Porter and Reynolds Ventures",Private Equity,5000000,39668470,Professional Services,LATAM (Latin America); APAC (Asia-Pacific),Term Loan (Secured); Revolving Credit Facility,Low,Specializes as a private equity. Primary industry focus: Professional Services. Geographic scope includes: APAC (Asia-Pacific). Favored investment/loan types: Term Loan (Secured). General risk appetite: Low. Typically invests in later-stage companies. Known for mesh seamless metrics.,71,3.97,5.71,68.0,James Dunn,spencerbrenda@hahn-kim.com,http://www.summers.biz/
